2025-05-22 15:40:43 0 [Note] Starting MariaDB 10.4.32-MariaDB source revision c4143f909528e3fab0677a28631d10389354c491 as process 1304
2025-05-22 15:40:43 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2025-05-22 15:40:43 0 [Note] InnoDB: Uses event mutexes
2025-05-22 15:40:43 0 [Note] InnoDB: Compressed tables use zlib 1.3
2025-05-22 15:40:43 0 [Note] InnoDB: Number of pools: 1
2025-05-22 15:40:43 0 [Note] InnoDB: Using SSE2 crc32 instructions
2025-05-22 15:40:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=338] with future log sequence number 879163
2025-05-22 15:40:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=62] with future log sequence number 879124
2025-05-22 15:40:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=353] with future log sequence number 879124
2025-05-22 15:40:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=61] with future log sequence number 879069
2025-05-22 15:40:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=326] with future log sequence number 879069
2025-05-22 15:40:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=60] with future log sequence number 879030
2025-05-22 15:40:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=366] with future log sequence number 879030
2025-05-22 15:40:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=59] with future log sequence number 878991
2025-05-22 15:40:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=365] with future log sequence number 878991
2025-05-22 15:40:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=58] with future log sequence number 878952
2025-05-22 15:40:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=325] with future log sequence number 878952
2025-05-22 15:40:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 868186 is in the future! Current system log sequence number 300306.
2025-05-22 15:40:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-05-22 15:40:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=2] log sequence number 2552129 is in the future! Current system log sequence number 300306.
2025-05-22 15:40:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-05-22 15:40:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 875989 is in the future! Current system log sequence number 300306.
2025-05-22 15:40:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-05-22 15:40:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 813269 is in the future! Current system log sequence number 300306.
2025-05-22 15:40:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-05-22 15:40:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 813269 is in the future! Current system log sequence number 300306.
2025-05-22 15:40:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-05-22 15:40:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 399249 is in the future! Current system log sequence number 300306.
